pokemon,pokemonb,avg_moves,pokemon_wins,pokemonb_wins,ties
drowzee,weepinbell,6.809,463,537,0
gloom,weepinbell,14.846,700,300,0
magneton,weepinbell,10.706,278,722,0
venonat,weepinbell,5.716,951,49,0
dratini,weepinbell,7.201,70,930,0
scyther,weepinbell,6.973,989,11,0
golduck,weepinbell,7.171,737,263,0
vaporeon,weepinbell,10.698,601,399,0
caterpie,weepinbell,4.888,0,1000,0
beedrill,weepinbell,3.267,983,17,0
marowak,weepinbell,6.745,783,217,0
rhyhorn,weepinbell,7.313,456,544,0
gengar,weepinbell,5.576,996,4,0
seadra,weepinbell,7.494,210,790,0
flareon,weepinbell,6.037,988,12,0
staryu,weepinbell,3.965,3,997,0
sandshrew,weepinbell,7.571,81,919,0
omanyte,weepinbell,4.968,80,920,0
horsea,weepinbell,3.924,0,1000,0
butterfree,weepinbell,5.068,993,7,0
diglett,weepinbell,2.152,0,1000,0
tentacruel,weepinbell,13.702,490,510,0
ekans,weepinbell,7.18,0,1000,0
exeggutor,weepinbell,9.101,998,2,0
rapidash,weepinbell,5.82,1000,0,0
muk,weepinbell,9.451,1000,0,0
jigglypuff,weepinbell,6.93,146,854,0
tangela,weepinbell,15.135,81,919,0
bellsprout,weepinbell,8.713,44,956,0
onix,weepinbell,7.158,34,966,0
exeggcute,goldeen,3.277,998,2,0
goldeen,meowth,5.16,953,47,0
electrode,goldeen,7.452,931,69,0
goldeen,wigglytuff,5.426,0,1000,0
goldeen,kangaskhan,5.713,0,1000,0
eevee,goldeen,8.378,435,565,0
chansey,goldeen,5.275,0,1000,0
goldeen,grimer,10.243,144,856,0
goldeen,growlithe,6.283,771,229,0
goldeen,kabutops,6.707,0,1000,0
goldeen,krabby,7.53,190,810,0
charmander,goldeen,4.964,7,993,0
farfetchd,goldeen,5.123,955,45,0
goldeen,pidgeot,7.261,0,1000,0
goldeen,koffing,5.859,51,949,0
goldeen,vileplume,2.95,0,1000,0
goldeen,rhydon,5.482,12,988,0
goldeen,machamp,6.215,1,999,0
cubone,goldeen,7.871,693,307,0
arcanine,goldeen,6.825,967,33,0
articuno,goldeen,6.479,1000,0,0
goldeen,weedle,4.093,1000,0,0
goldeen,nidoqueen,9.75,55,945,0
goldeen,weezing,4.621,0,1000,0
goldeen,zapdos,2.798,0,1000,0
goldeen,machop,7.827,231,769,0
goldeen,hypno,7.027,0,1000,0
goldeen,poliwhirl,12.105,85,915,0
goldeen,zubat,5.321,998,2,0
clefable,goldeen,8.614,1000,0,0
goldeen,magnemite,5.433,691,309,0
goldeen,golem,3.274,11,989,0
goldeen,venusaur,3.149,0,1000,0
goldeen,voltorb,7.102,764,236,0
goldeen,magikarp,4.971,1000,0,0
goldeen,machoke,6.703,9,991,0
goldeen,pikachu,4.243,493,507,0
goldeen,lickitung,10.092,2,998,0
goldeen,gyarados,7.758,0,1000,0
goldeen,persian,6.718,26,974,0
goldeen,oddish,3.288,24,976,0
goldeen,pidgey,5.597,999,1,0
goldeen,pinsir,5.781,0,1000,0
goldeen,raticate,8.045,256,744,0
dewgong,goldeen,8.671,1000,0,0
goldeen,nidorina,12.797,304,696,0
goldeen,psyduck,9.594,565,435,0
bulbasaur,goldeen,4.212,904,96,0
goldeen,ninetales,11.686,595,405,0
goldeen,lapras,7.349,0,1000,0
goldeen,haunter,7.38,220,780,0
charmeleon,goldeen,7.638,197,803,0
blastoise,goldeen,8.588,1000,0,0
goldeen,mew,5.095,0,1000,0
goldeen,slowbro,5.924,0,1000,0
goldeen,tauros,5.475,0,1000,0
goldeen,graveler,3.948,107,893,0
goldeen,seel,13.82,589,411,0
dragonite,goldeen,6.566,1000,0,0
goldeen,kabuto,8.726,125,875,0
goldeen,raichu,3.312,0,1000,0
goldeen,mewtwo,2.911,0,1000,0
goldeen,poliwag,6.913,996,4,0
goldeen,snorlax,3.507,0,1000,0
dugtrio,goldeen,3.332,570,430,0
goldeen,nidoking,7.01,66,934,0
dodrio,goldeen,5.555,997,3,0
gastly,goldeen,5.393,310,690,0
goldeen,kingler,6.095,0,1000,0
goldeen,vulpix,4.615,1000,0,0
goldeen,victreebel,4.802,1,999,0
goldeen,slowpoke,11.397,1,999,0
alakazam,goldeen,3.109,991,9,0
goldeen,nidoran-f,9.535,991,9,0
fearow,goldeen,5.454,1000,0,0
goldeen,spearow,4.546,932,68,0
goldeen,ponyta,6.68,731,269,0
goldeen,tentacool,6.512,1000,0,0
goldeen,paras,5.397,826,174,0
doduo,goldeen,5.337,295,705,0
goldeen,primeape,5.791,18,982,0
arbok,goldeen,10.925,734,266,0
goldeen,parasect,6.08,24,976,0
goldeen,hitmonlee,3.26,13,987,0
cloyster,goldeen,9.242,1000,0,0
goldeen,squirtle,11.416,681,319,0
goldeen,magmar,7.276,484,516,0
goldeen,wartortle,10.464,7,993,0
geodude,goldeen,3.553,559,441,0
goldeen,seaking,8.904,0,1000,0
goldeen,nidoran-m,6.35,1000,0,0
goldeen,rattata,4.288,998,2,0
goldeen,moltres,4.513,6,994,0
goldeen,hitmonchan,7.241,182,818,0
clefairy,goldeen,11.412,97,903,0
goldeen,pidgeotto,9.279,218,782,0
goldeen,jynx,7.383,654,346,0
goldeen,mankey,4.424,856,144,0
goldeen,starmie,11.928,1,999,0
drowzee,goldeen,8.794,356,644,0
gloom,goldeen,3.277,1000,0,0
goldeen,magneton,7.32,52,948,0
goldeen,venonat,8.528,720,280,0
dratini,goldeen,7.653,257,743,0
goldeen,scyther,5.793,0,1000,0
goldeen,golduck,7.574,0,1000,0
goldeen,vaporeon,9.539,0,1000,0
caterpie,goldeen,5.112,0,1000,0
beedrill,goldeen,5.893,644,356,0
goldeen,marowak,5.83,20,980,0
goldeen,rhyhorn,7.164,206,794,0
gengar,goldeen,7.787,965,35,0
goldeen,seadra,8.433,0,1000,0
flareon,goldeen,7.855,548,452,0
goldeen,staryu,7.009,890,110,0
goldeen,sandshrew,9.079,694,306,0
goldeen,omanyte,10.283,102,898,0
goldeen,horsea,8.472,810,190,0
butterfree,goldeen,6.878,828,172,0
diglett,goldeen,1.468,0,1000,0
goldeen,tentacruel,12.96,66,934,0
ekans,goldeen,5.746,0,1000,0
exeggutor,goldeen,7.775,1000,0,0
goldeen,rapidash,7.672,318,682,0
goldeen,muk,7.456,0,1000,0
goldeen,jigglypuff,7.337,510,490,0
goldeen,tangela,12.381,41,959,0
bellsprout,goldeen,5.413,609,391,0
goldeen,onix,9.231,859,141,0
exeggcute,meowth,4.463,1000,0,0
electrode,exeggcute,8.983,506,494,0
exeggcute,wigglytuff,11.077,55,945,0
exeggcute,kangaskhan,9.503,6,994,0
eevee,exeggcute,8.479,14,986,0
chansey,exeggcute,16.19,7,993,0
exeggcute,grimer,9.564,31,969,0
exeggcute,growlithe,6.016,65,935,0
exeggcute,kabutops,3.594,960,40,0
exeggcute,krabby,3.419,978,22,0
charmander,exeggcute,6.719,519,481,0
exeggcute,farfetchd,6.802,3,997,0
exeggcute,pidgeot,6.458,0,1000,0
exeggcute,koffing,6.384,207,793,0
exeggcute,vileplume,4.279,0,1000,0
exeggcute,rhydon,3.393,932,68,0
exeggcute,machamp,14.336,290,710,0
cubone,exeggcute,3.772,3,997,0
arcanine,exeggcute,5.19,1000,0,0
articuno,exeggcute,2.585,1000,0,0
exeggcute,weedle,6.577,1000,0,0
exeggcute,nidoqueen,13.45,149,851,0
exeggcute,weezing,5.082,0,1000,0
exeggcute,zapdos,5.337,0,1000,0
exeggcute,machop,6.975,999,1,0
exeggcute,hypno,14.287,122,878,0
exeggcute,poliwhirl,5.505,994,6,0
exeggcute,zubat,7.377,312,688,0
clefable,exeggcute,16.152,812,182,6
exeggcute,magnemite,4.206,999,1,0
exeggcute,golem,3.616,678,322,0
exeggcute,venusaur,12.442,0,1000,0
exeggcute,voltorb,5.948,992,8,0
exeggcute,magikarp,3.031,1000,0,0
exeggcute,machoke,11.591,932,68,0
exeggcute,pikachu,5.043,1000,0,0
exeggcute,lickitung,14.778,415,585,0
exeggcute,gyarados,9.73,9,991,0
exeggcute,persian,9.038,658,342,0
exeggcute,oddish,7.869,13,987,0
exeggcute,pidgey,6.721,920,80,0
exeggcute,pinsir,8.828,0,1000,0
exeggcute,raticate,8.618,904,96,0
dewgong,exeggcute,5.055,922,78,0
exeggcute,nidorina,15.662,968,32,0
exeggcute,psyduck,3.721,996,4,0
bulbasaur,exeggcute,15.286,229,771,0
exeggcute,ninetales,7.791,0,1000,0
exeggcute,lapras,5.763,29,971,0
exeggcute,haunter,16.56,722,278,0
charmeleon,exeggcute,6.529,926,74,0
blastoise,exeggcute,9.299,412,588,0
exeggcute,mew,9.435,0,1000,0
exeggcute,slowbro,9.309,603,397,0
exeggcute,tauros,8.585,173,827,0
exeggcute,graveler,3.108,854,146,0
exeggcute,seel,6.002,807,193,0
dragonite,exeggcute,8.916,1000,0,0
exeggcute,kabuto,3.473,995,5,0
exeggcute,raichu,10.436,964,36,0
exeggcute,mewtwo,5.315,0,1000,0
exeggcute,poliwag,3.353,1000,0,0
exeggcute,snorlax,4.895,0,1000,0
dugtrio,exeggcute,3.419,34,966,0
exeggcute,nidoking,10.203,88,912,0
dodrio,exeggcute,6.158,990,10,0
exeggcute,gastly,7.16,982,18,0
exeggcute,kingler,4.605,936,64,0
exeggcute,vulpix,6.448,238,762,0
exeggcute,victreebel,8.583,0,1000,0
exeggcute,slowpoke,6.681,999,1,0
alakazam,exeggcute,6.412,950,50,0
exeggcute,nidoran-f,10.006,1000,0,0
exeggcute,fearow,5.59,0,1000,0
exeggcute,spearow,5.546,817,183,0
exeggcute,ponyta,7.478,27,973,0
exeggcute,tentacool,6.91,991,9,0
exeggcute,paras,5.841,143,857,0
doduo,exeggcute,5.659,278,722,0
exeggcute,primeape,9.149,604,396,0
arbok,exeggcute,10.813,936,64,0
exeggcute,parasect,4.994,0,1000,0
exeggcute,hitmonlee,8.372,248,752,0
cloyster,exeggcute,2.979,183,817,0
exeggcute,squirtle,4.432,1000,0,0
exeggcute,magmar,3.523,0,1000,0
exeggcute,wartortle,6.94,937,63,0
exeggcute,geodude,3.22,909,91,0
exeggcute,seaking,8.381,856,144,0
exeggcute,nidoran-m,8.226,1000,0,0
exeggcute,rattata,3.143,1000,0,0
exeggcute,moltres,3.34,0,1000,0
exeggcute,hitmonchan,9.223,276,724,0
clefairy,exeggcute,10.611,1,999,0
exeggcute,pidgeotto,8.475,63,937,0
exeggcute,jynx,7.481,468,532,0
exeggcute,mankey,4.645,999,1,0
exeggcute,starmie,7.312,990,10,0
drowzee,exeggcute,11.248,0,1000,0
exeggcute,gloom,7.334,0,1000,0
exeggcute,magneton,8.934,823,177,0
exeggcute,venonat,10.075,67,933,0
dratini,exeggcute,8.503,92,908,0
exeggcute,scyther,9.628,0,1000,0
exeggcute,golduck,8.628,684,316,0
exeggcute,vaporeon,11.874,472,528,0
caterpie,exeggcute,5.11,0,1000,0
beedrill,exeggcute,4.594,998,2,0
exeggcute,marowak,7.036,930,70,0
exeggcute,rhyhorn,3.538,987,13,0
exeggcute,gengar,20.055,237,763,0
exeggcute,seadra,3.522,940,60,0
exeggcute,flareon,6.73,1,999,0
exeggcute,staryu,3.396,997,3,0
exeggcute,sandshrew,3.614,991,9,0
exeggcute,omanyte,3.472,973,27,0
exeggcute,horsea,3.356,998,2,0
butterfree,exeggcute,17.279,922,78,0
diglett,exeggcute,1.973,0,1000,0
exeggcute,tentacruel,11.739,235,765,0
ekans,exeggcute,7.62,9,991,0
exeggcute,exeggutor,11.783,0,1000,0
exeggcute,rapidash,6.429,0,1000,0
exeggcute,muk,6.557,0,1000,0
exeggcute,jigglypuff,7.581,951,49,0
exeggcute,tangela,13.902,1000,0,0
bellsprout,exeggcute,9.363,252,748,0
exeggcute,onix,3.592,1000,0,0
electrode,meowth,4.718,974,26,0
meowth,wigglytuff,4.042,0,1000,0
kangaskhan,meowth,3.468,1000,0,0
eevee,meowth,5.759,940,60,0
chansey,meowth,5.992,1,999,0
grimer,meowth,7.232,1000,0,0
growlithe,meowth,4.396,973,27,0
kabutops,meowth,3.915,1000,0,0
krabby,meowth,3.796,947,53,0
charmander,meowth,5.312,470,530,0
farfetchd,meowth,3.132,993,7,0
meowth,pidgeot,4.475,0,1000,0
koffing,meowth,3.995,990,10,0
meowth,vileplume,2.67,0,1000,0
meowth,rhydon,3.224,0,1000,0
machamp,meowth,3.456,1000,0,0
cubone,meowth,5.367,996,4,0
arcanine,meowth,3.632,1000,0,0
articuno,meowth,2.815,1000,0,0
meowth,weedle,4.989,1000,0,0
meowth,nidoqueen,5.799,0,1000,0
meowth,weezing,3.279,0,1000,0
meowth,zapdos,2.723,0,1000,0
machop,meowth,3.453,993,7,0
hypno,meowth,4.689,1000,0,0
meowth,poliwhirl,5.39,0,1000,0
meowth,zubat,5.268,708,292,0
clefable,meowth,5.738,1000,0,0
magnemite,meowth,5.786,269,731,0
golem,meowth,2.344,1000,0,0
meowth,venusaur,3.518,0,1000,0
meowth,voltorb,5.973,401,599,0
magikarp,meowth,4.892,0,1000,0
machoke,meowth,3.382,1000,0,0
meowth,pikachu,4.952,593,407,0
lickitung,meowth,5.72,1000,0,0
gyarados,meowth,4.539,999,1,0
meowth,persian,3.991,0,1000,0
meowth,oddish,3.665,26,974,0
meowth,pidgey,5.802,676,324,0
meowth,pinsir,3.497,0,1000,0
meowth,raticate,5.274,37,963,0
dewgong,meowth,3.959,1000,0,0
meowth,nidorina,6.737,2,998,0
meowth,psyduck,5.422,164,836,0
bulbasaur,meowth,4.854,887,113,0
meowth,ninetales,6.29,0,1000,0
lapras,meowth,3.174,1000,0,0
haunter,meowth,9.904,991,9,0
charmeleon,meowth,5.553,981,19,0
blastoise,meowth,4.008,1000,0,0
meowth,mew,3.343,0,1000,0
meowth,slowbro,3.783,0,1000,0
meowth,tauros,3.282,0,1000,0
graveler,meowth,2.492,1000,0,0
meowth,seel,7.238,7,993,0
dragonite,meowth,4.222,1000,0,0
kabuto,meowth,5.28,1000,0,0
meowth,raichu,4.705,2,998,0
meowth,mewtwo,2.479,0,1000,0
meowth,poliwag,5.389,555,445,0
meowth,snorlax,1.905,0,1000,0
dugtrio,meowth,2.686,960,40,0
meowth,nidoking,4.27,0,1000,0
dodrio,meowth,3.354,1000,0,0
gastly,meowth,9.609,879,121,0
kingler,meowth,3.434,1000,0,0
meowth,vulpix,5.447,680,320,0
meowth,victreebel,3.965,0,1000,0
meowth,slowpoke,6.817,0,1000,0
alakazam,meowth,2.389,1000,0,0
meowth,nidoran-f,7.936,271,729,0
fearow,meowth,3.513,1000,0,0
meowth,spearow,3.855,440,560,0
meowth,ponyta,4.99,16,984,0
meowth,tentacool,5.381,796,204,0
meowth,paras,4.554,111,889,0
doduo,meowth,3.93,732,268,0
meowth,primeape,3.453,0,1000,0
arbok,meowth,7.361,986,14,0
meowth,parasect,3.681,0,1000,0
hitmonlee,meowth,1.522,1000,0,0
cloyster,meowth,3.897,1000,0,0
meowth,squirtle,6.083,80,920,0
magmar,meowth,3.649,999,1,0
meowth,wartortle,5.193,0,1000,0
geodude,meowth,2.772,1000,0,0
meowth,seaking,4.342,0,1000,0
meowth,nidoran-m,5.992,489,511,0
meowth,rattata,4.15,829,171,0
meowth,moltres,3.111,0,1000,0
hitmonchan,meowth,4.062,998,2,0
clefairy,meowth,9.059,773,227,0
meowth,pidgeotto,5.672,2,998,0
jynx,meowth,5.181,804,196,0
mankey,meowth,3.515,752,248,0
meowth,starmie,5.471,0,1000,0
drowzee,meowth,6.864,829,171,0
gloom,meowth,3.157,1000,0,0
magneton,meowth,6.382,977,23,0
meowth,venonat,6.9,93,907,0
dratini,meowth,5.717,465,535,0
meowth,scyther,3.016,0,1000,0
golduck,meowth,4.012,1000,0,0
meowth,vaporeon,4.8,0,1000,0
caterpie,meowth,6.352,0,1000,0
beedrill,meowth,4.164,964,36,0
marowak,meowth,3.717,1000,0,0
meowth,rhyhorn,4.472,0,1000,0
gengar,meowth,9.319,1000,0,0
meowth,seadra,3.45,0,1000,0
flareon,meowth,4.525,1000,0,0
meowth,staryu,4.714,300,700,0
meowth,sandshrew,7.267,68,932,0
meowth,omanyte,4.716,0,1000,0
horsea,meowth,4.162,896,104,0
butterfree,meowth,5.254,996,4,0
diglett,meowth,1.466,20,980,0
meowth,tentacruel,6.809,15,985,0
ekans,meowth,5.954,60,940,0
exeggutor,meowth,4.208,1000,0,0
meowth,rapidash,4.218,0,1000,0
meowth,muk,5.183,0,1000,0
jigglypuff,meowth,4.716,960,40,0
meowth,tangela,10.561,4,996,0
bellsprout,meowth,4.983,718,282,0
meowth,onix,10.543,0,1000,0
electrode,wigglytuff,10.613,134,866,0
electrode,kangaskhan,8.527,12,988,0
eevee,electrode,8.056,104,896,0
chansey,electrode,5.824,5,995,0
electrode,grimer,10.876,944,56,0
electrode,growlithe,7.048,844,156,0
electrode,kabutops,10.068,1,999,0
electrode,krabby,4.96,747,253,0
charmander,electrode,5.454,18,982,0
electrode,farfetchd,6.392,516,484,0
electrode,pidgeot,14.545,687,313,0
electrode,koffing,7.357,611,389,0
electrode,vileplume,6.559,14,986,0
electrode,rhydon,7.877,0,1000,0
electrode,machamp,8.273,37,963,0
cubone,electrode,7.406,706,294,0
arcanine,electrode,8.58,988,12,0
articuno,electrode,7.774,993,7,0
electrode,weedle,3.825,1000,0,0
electrode,nidoqueen,14.026,211,789,0
electrode,weezing,7.085,32,968,0
electrode,zapdos,11.638,106,894,0
electrode,machop,8.219,732,268,0
electrode,hypno,11.561,283,717,0
electrode,poliwhirl,10.089,738,262,0
electrode,zubat,4.866,1000,0,0
clefable,electrode,14.356,630,367,3
electrode,magnemite,5.131,1000,0,0
electrode,golem,4.109,0,1000,0
electrode,venusaur,7.863,35,965,0
electrode,voltorb,6.107,968,32,0
electrode,magikarp,2.899,1000,0,0
electrode,machoke,9.302,242,758,0
electrode,pikachu,4.966,1000,0,0
electrode,lickitung,13.374,330,670,0
electrode,gyarados,11.222,93,907,0
electrode,persian,8.127,478,522,0
electrode,oddish,6.517,717,283,0
electrode,pidgey,5.248,1000,0,0
electrode,pinsir,8.1,69,931,0
electrode,raticate,8.236,763,237,0
dewgong,electrode,10.397,942,58,0
electrode,nidorina,11.928,915,85,0
electrode,psyduck,7.096,932,68,0
bulbasaur,electrode,6.803,109,891,0
electrode,ninetales,12.849,667,333,0
electrode,lapras,7.981,0,1000,0
electrode,haunter,14.754,0,1000,0
charmeleon,electrode,8.983,221,779,0
blastoise,electrode,9.92,924,76,0
electrode,mew,8.503,4,996,0
electrode,slowbro,9.327,0,1000,0
electrode,tauros,8.22,47,953,0
electrode,graveler,5.147,0,1000,0
electrode,seel,10.238,953,47,0
dragonite,electrode,10.458,944,56,0
electrode,kabuto,10.991,511,489,0
electrode,raichu,9.965,994,6,0
electrode,mewtwo,5.697,0,1000,0
electrode,poliwag,5.164,988,12,0
electrode,snorlax,5.218,0,1000,0
dugtrio,electrode,3.558,609,391,0
electrode,nidoking,10.416,195,805,0
dodrio,electrode,9.106,473,527,0
electrode,gastly,17.455,0,1000,0
electrode,kingler,6.372,112,888,0
electrode,vulpix,5.432,994,6,0
electrode,victreebel,9.258,256,744,0
electrode,slowpoke,13.299,767,233,0
alakazam,electrode,4.924,682,318,0
electrode,nidoran-f,7.734,999,1,0
electrode,fearow,9.306,591,409,0
electrode,spearow,4.062,998,2,0
electrode,ponyta,7.95,850,150,0
electrode,tentacool,5.345,992,8,0
electrode,paras,5.8,940,60,0
doduo,electrode,4.958,23,977,0
electrode,primeape,7.359,299,701,0
arbok,electrode,11.045,97,903,0
electrode,parasect,8.433,257,743,0
electrode,hitmonlee,4.339,199,801,0
cloyster,electrode,9.485,852,148,0
electrode,squirtle,7.638,948,52,0
electrode,magmar,7.498,376,624,0
electrode,wartortle,10.421,625,375,0
electrode,geodude,5.85,27,973,0
electrode,seaking,10.442,342,658,0
electrode,nidoran-m,5.759,999,1,0
electrode,rattata,3.721,998,2,0
electrode,moltres,8.617,18,982,0
electrode,hitmonchan,9.017,535,465,0
clefairy,electrode,10.286,36,964,0
electrode,pidgeotto,9.518,990,10,0
electrode,jynx,6.946,786,214,0
electrode,mankey,4.681,912,88,0
electrode,starmie,11.553,538,462,0
drowzee,electrode,8.6,38,962,0
electrode,gloom,7.731,297,703,0
electrode,magneton,11.586,920,80,0
electrode,venonat,8.443,975,25,0
dratini,electrode,5.929,4,996,0
electrode,scyther,8.304,127,873,0
electrode,golduck,9.817,157,843,0
electrode,vaporeon,11.209,97,903,0
caterpie,electrode,4.655,0,1000,0
beedrill,electrode,7.112,351,649,0
electrode,marowak,6.027,22,978,0
electrode,rhyhorn,11.347,1,999,0
electrode,gengar,12.987,0,1000,0
electrode,seadra,8.124,295,705,0
electrode,flareon,9.34,567,433,0
electrode,staryu,5.291,954,46,0
electrode,sandshrew,8.779,925,75,0
electrode,omanyte,11.089,202,798,0
electrode,horsea,5.058,938,62,0
butterfree,electrode,8.931,128,872,0
diglett,electrode,2.125,26,974,0
electrode,tentacruel,12.576,598,402,0
ekans,electrode,5.186,0,1000,0
electrode,exeggutor,10.996,50,950,0
electrode,rapidash,9.394,435,565,0
electrode,muk,12.741,103,897,0
electrode,jigglypuff,7.025,859,141,0
electrode,tangela,14.292,971,29,0
bellsprout,electrode,5.303,31,969,0
electrode,onix,21.413,680,320,0
kangaskhan,wigglytuff,12.531,969,31,0
eevee,wigglytuff,6.363,0,1000,0
chansey,wigglytuff,4.255,0,1000,0
grimer,wigglytuff,9.148,0,1000,0
growlithe,wigglytuff,6.467,0,1000,0
kabutops,wigglytuff,14.873,987,0,13
krabby,wigglytuff,5.7,68,932,0
charmander,wigglytuff,4.7,0,1000,0
farfetchd,wigglytuff,6.386,19,981,0
pidgeot,wigglytuff,14.884,190,810,0
koffing,wigglytuff,7.677,63,937,0
vileplume,wigglytuff,9.237,924,76,0
rhydon,wigglytuff,11.873,1000,0,0
machamp,wigglytuff,7.27,969,31,0
cubone,wigglytuff,9.373,1,999,0
arcanine,wigglytuff,12.916,875,125,0
articuno,wigglytuff,10.28,968,32,0
weedle,wigglytuff,3.272,0,1000,0
nidoqueen,wigglytuff,16.433,55,933,12
weezing,wigglytuff,9.626,714,286,0
wigglytuff,zapdos,8.549,3,997,0
machop,wigglytuff,7.461,248,752,0
hypno,wigglytuff,15.091,175,825,0
poliwhirl,wigglytuff,11.967,7,993,0
wigglytuff,zubat,4.088,1000,0,0
clefable,wigglytuff,17.541,7,910,83
magnemite,wigglytuff,5.075,0,1000,0
golem,wigglytuff,6.922,1000,0,0
venusaur,wigglytuff,11.522,792,208,0
voltorb,wigglytuff,4.682,0,1000,0
magikarp,wigglytuff,2.494,0,1000,0
machoke,wigglytuff,8.932,890,110,0
pikachu,wigglytuff,3.829,0,1000,0
lickitung,wigglytuff,16.509,48,943,9
gyarados,wigglytuff,15.098,647,350,3
persian,wigglytuff,7.662,9,991,0
oddish,wigglytuff,5.382,0,1000,0
pidgey,wigglytuff,4.175,0,1000,0
pinsir,wigglytuff,11.299,381,619,0
raticate,wigglytuff,6.55,0,1000,0
dewgong,wigglytuff,14.805,633,367,0
nidorina,wigglytuff,12.99,4,996,0
psyduck,wigglytuff,5.844,0,1000,0
bulbasaur,wigglytuff,5.348,0,1000,0
ninetales,wigglytuff,13.691,1,999,0
lapras,wigglytuff,11.916,1000,0,0
haunter,wigglytuff,26.069,626,0,374
charmeleon,wigglytuff,7.071,1,999,0
blastoise,wigglytuff,13.129,478,522,0
mew,wigglytuff,12.553,961,39,0
slowbro,wigglytuff,14.158,895,105,0
tauros,wigglytuff,11.4,706,294,0
graveler,wigglytuff,8.613,1000,0,0
seel,wigglytuff,7.718,0,1000,0
dragonite,wigglytuff,14.144,598,402,0
kabuto,wigglytuff,15.486,189,809,2
raichu,wigglytuff,7.046,0,1000,0
mewtwo,wigglytuff,8.102,1000,0,0
poliwag,wigglytuff,4.19,0,1000,0
snorlax,wigglytuff,7.807,1000,0,0
dugtrio,wigglytuff,4.167,8,992,0
nidoking,wigglytuff,13.773,411,589,0
dodrio,wigglytuff,10.236,269,731,0
gastly,wigglytuff,28.392,566,0,434
kingler,wigglytuff,8.487,693,307,0
vulpix,wigglytuff,4.138,0,1000,0
victreebel,wigglytuff,13.174,429,571,0
slowpoke,wigglytuff,16.115,11,979,10
alakazam,wigglytuff,6.176,217,783,0
nidoran-f,wigglytuff,6.39,0,1000,0
fearow,wigglytuff,10.892,455,545,0
spearow,wigglytuff,3.253,0,1000,0
ponyta,wigglytuff,6.015,0,1000,0
tentacool,wigglytuff,4.142,0,1000,0
paras,wigglytuff,4.317,0,1000,0
doduo,wigglytuff,4.175,0,1000,0
primeape,wigglytuff,7.115,272,728,0
arbok,wigglytuff,10.847,0,1000,0
parasect,wigglytuff,10.798,191,809,0
hitmonlee,wigglytuff,3.922,833,167,0
cloyster,wigglytuff,13.131,361,639,0
squirtle,wigglytuff,8.254,0,1000,0
magmar,wigglytuff,7.574,40,960,0
wartortle,wigglytuff,11.032,25,975,0
geodude,wigglytuff,10.221,994,6,0
seaking,wigglytuff,13.628,309,691,0
nidoran-m,wigglytuff,4.845,0,1000,0
rattata,wigglytuff,3.029,0,1000,0
moltres,wigglytuff,8.181,967,33,0
hitmonchan,wigglytuff,9.417,38,962,0
clefairy,wigglytuff,7.98,0,1000,0
pidgeotto,wigglytuff,7.547,0,1000,0
jynx,wigglytuff,6.307,19,981,0
mankey,wigglytuff,4.115,3,997,0
starmie,wigglytuff,11.105,1,999,0
drowzee,wigglytuff,6.925,0,1000,0
gloom,wigglytuff,10.081,349,651,0
magneton,wigglytuff,9.448,0,1000,0
venonat,wigglytuff,6.884,0,1000,0
dratini,wigglytuff,5.129,0,1000,0
scyther,wigglytuff,11.668,546,454,0
golduck,wigglytuff,13.111,495,505,0
vaporeon,wigglytuff,13.633,386,614,0
caterpie,wigglytuff,4.711,0,1000,0
beedrill,wigglytuff,6.463,20,980,0
marowak,wigglytuff,11.139,290,710,0
rhyhorn,wigglytuff,17.906,1000,0,0
gengar,wigglytuff,23.648,694,0,306
seadra,wigglytuff,9.944,263,737,0
flareon,wigglytuff,7.721,1,999,0
staryu,wigglytuff,3.798,0,1000,0
sandshrew,wigglytuff,9.562,0,1000,0
omanyte,wigglytuff,16.012,586,406,8
horsea,wigglytuff,5.622,0,1000,0
butterfree,wigglytuff,6.926,0,1000,0
diglett,wigglytuff,1.484,0,1000,0
tentacruel,wigglytuff,14.209,100,900,0
ekans,wigglytuff,4.112,0,1000,0
exeggutor,wigglytuff,16.422,448,552,0
rapidash,wigglytuff,11.603,77,923,0
muk,wigglytuff,18.29,474,522,4
jigglypuff,wigglytuff,6.509,0,1000,0
tangela,wigglytuff,12.893,0,1000,0
bellsprout,wigglytuff,5.122,0,1000,0
onix,wigglytuff,33.42,503,0,497
eevee,kangaskhan,5.909,0,1000,0
chansey,kangaskhan,3.345,0,1000,0
grimer,kangaskhan,8.241,0,1000,0
growlithe,kangaskhan,5.505,0,1000,0
kabutops,kangaskhan,18.067,833,167,0
kangaskhan,krabby,5.167,985,15,0
charmander,kangaskhan,3.92,0,1000,0
farfetchd,kangaskhan,6.088,5,995,0
kangaskhan,pidgeot,11.688,995,5,0
kangaskhan,koffing,7.036,992,8,0
kangaskhan,vileplume,9.802,403,597,0
kangaskhan,rhydon,15.754,0,1000,0
kangaskhan,machamp,8.196,122,878,0
cubone,kangaskhan,8.607,0,1000,0
arcanine,kangaskhan,13.034,261,739,0
articuno,kangaskhan,11.74,820,180,0
